process_unit_id_v2,hr_process_name,hr_system_name,region,contact_channel,total_cases,avg_resolution_time_hours,avg_first_response_time_hours,sla_breach_rate,escalation_rate,avg_complexity_score,avg_satisfaction_score,avg_previous_cases,avg_employee_tenure_months,high_priority_rate,urgent_priority_rate,volume_score,resolution_time_score,first_response_score,sla_risk_score,escalation_score,complexity_score,previous_cases_score,high_priority_score,urgent_priority_score,automation_score,automation_priority,recommended_solution,estimated_savings_rate,estimated_hours_saved,estimated_manual_work_rate,estimated_manual_handling_time_hours,estimated_operational_hours_saved,ranking,hr_contact_channel
HR System Performance Issue | Payroll Payment Gateway | Europe | Social Media,HR System Performance Issue,Payroll Payment Gateway,Europe,Social Media,89,122.7752808988764,40.72067415730337,0.5730337078651685,0.4606741573033708,6.168539325842697,2.9213483146067416,10.696629213483146,31.359550561797754,0.2808988764044944,0.2808988764044944,0.912280701754386,0.5077052315471035,0.7784459937399656,0.6359565613311559,0.4295380468416926,0.7381896858370148,0.6698111089371228,0.6045765337121439,0.4943534140567449,66.45,Alta,Automatización parcial con alertas SLA,0.35,3824.45,0.18,22.1,688.42,1,Internal Collaboration Tool
HRIS Login Issue | People Analytics Dashboard | Asia | Email,HRIS Login Issue,People Analytics Dashboard,Asia,Email,74,143.92851351351354,38.79135135135135,0.5675675675675675,0.4864864864864865,5.675675675675675,3.0,9.743243243243244,30.72972972972973,0.3108108108108108,0.2432432432432432,0.6491228070175439,0.8597805661718709,0.6755723265690674,0.6234499737513803,0.4854279003605809,0.5306627283432214,0.4758951786499604,0.6818509293756818,0.4007776076522099,62.65,Alta,Workflow automation,0.35,3727.75,0.18,25.91,671.07,12,Email
HRIS Login Issue | HRIS Integration API | Africa | Email,HRIS Login Issue,HRIS Integration API,Africa,Email,77,133.53792207792208,39.083246753246755,0.5584415584415584,0.5714285714285714,5.909090909090909,2.5844155844155843,9.454545454545457,29.01298701298701,0.2597402597402597,0.2467532467532467,0.7017543859649122,0.6868391050117578,0.6911365184869076,0.6025695670705717,0.6693477880748382,0.6289453937557584,0.4171748890561338,0.5499154311035498,0.4095001116006844,62.55,Alta,Workflow automation,0.35,3598.85,0.18,24.04,647.88,13,Email
HRIS Access Suspension | HRIS Integration API | North America | Chat,HRIS Access Suspension,HRIS Integration API,North America,Chat,92,122.72597826086958,41.9670652173913,0.5,0.5217391304347826,5.576086956521739,3.108695652173913,9.554347826086955,31.10869565217391,0.2717391304347826,0.2391304347826087,0.9649122807017544,0.506884636270232,0.8449049702703334,0.4688546550569324,0.5617582885423873,0.4887295407776208,0.4374744008241384,0.5809132752740156,0.3905571084604102,62.36,Alta,Chatbot o asistente virtual,0.35,3951.78,0.18,22.09,711.3,14,HR Chat / Virtual Assistant
HR System Performance Issue | People Analytics Dashboard | Europe | Email,HR System Performance Issue,People Analytics Dashboard,Europe,Email,65,143.43415384615383,37.514923076923075,0.5846153846153846,0.6461538461538462,5.446153846153846,3.0615384615384613,9.107692307692307,29.23076923076923,0.2923076923076923,0.3076923076923077,0.4912280701754385,0.8515524221107964,0.6075117319055096,0.6624555618527489,0.8311458431409472,0.4340194337059869,0.3466259689496914,0.6340500322221572,0.5609361993830486,61.96,Alta,Workflow automation,0.35,3263.13,0.18,25.82,587.4,15,Email
Benefits Reimbursement Request | HR Case Management Platform | North America | Email,Benefits Reimbursement Request,HR Case Management Platform,North America,Email,88,120.89022727272727,41.04,0.5340909090909091,0.5113636363636364,5.863636363636363,2.886363636363636,9.25,29.954545454545453,0.2954545454545454,0.2159090909090909,0.8947368421052632,0.4763303160293283,0.7954728076869606,0.546855020398222,0.539292867475242,0.6098061378596327,0.3755709391949757,0.6421796025756422,0.3328511081534633,61.88,Alta,Workflow automation,0.35,3723.42,0.18,21.76,670.21,16,Email
HR System Enhancement Request | Employee Mobile App | Asia | Chat,HR System Enhancement Request,Employee Mobile App,Asia,Chat,78,135.68346153846153,42.805,0.4230769230769231,0.5512820512820513,5.8076923076923075,2.8461538461538463,10.602564102564102,29.512820512820515,0.1923076923076923,0.358974358974359,0.7192982456140351,0.7225495582215132,0.8895845975836436,0.2928538306970993,0.6257257634246619,0.5862501306028627,0.6506785392740287,0.3757103521002988,0.6883742186097374,61.87,Alta,Chatbot o asistente virtual,0.35,3704.16,0.18,24.42,666.67,17,HR Chat / Virtual Assistant
HR System Enhancement Request | HR Document Management System | Australia | Chat,HR System Enhancement Request,HR Document Management System,Australia,Chat,77,135.6516883116883,38.76675324675325,0.5584415584415584,0.5194805194805194,5.766233766233766,3.064935064935065,9.818181818181818,31.662337662337663,0.2597402597402597,0.2597402597402597,0.7017543859649122,0.7220207232367104,0.674260727899496,0.6025695670705717,0.5568678567454576,0.5687934466536493,0.4911374665870812,0.5499154311035498,0.4417733762100407,61.8,Alta,Chatbot o asistente virtual,0.35,3655.81,0.18,24.42,658.12,18,HR Chat / Virtual Assistant
HR Platform Bug Report | Payroll System | North America | Phone,HR Platform Bug Report,Payroll System,North America,Phone,70,142.00485714285713,40.829142857142855,0.5142857142857142,0.5285714285714286,5.7,3.0,11.271428571428572,30.7,0.2285714285714285,0.2857142857142857,0.5789473684210527,0.8277631448755498,0.784229667105212,0.5015405224380441,0.5765518447280993,0.5409048166335807,0.7867236246482608,0.4693939723642694,0.5063199054287533,61.79,Alta,Automatización parcial con alertas SLA,0.35,3479.12,0.18,25.56,626.22,19,Phone
Benefits Cancellation Request | Benefits Portal | South America | Web Form,Benefits Cancellation Request,Benefits Portal,South America,Web Form,75,129.4812,36.50506666666667,0.56,0.5066666666666667,6.32,3.2666666666666666,10.373333333333331,33.61333333333334,0.2666666666666666,0.2933333333333333,0.6666666666666666,0.6193188442041594,0.5536650495781049,0.6061352980576024,0.5291228070175439,0.8019642670567341,0.6040536682843276,0.5678090886011677,0.5252535539995756,61.78,Alta,Automatización parcial con alertas SLA,0.35,3398.88,0.18,23.31,611.89,20,Employee Self-Service Portal
HR System Performance Issue | Employee Mobile App | Africa | Phone,HR System Performance Issue,Employee Mobile App,Africa,Phone,83,133.23373493975905,35.208915662650604,0.4698795180722891,0.5903614457831325,6.024096385542169,2.7951807228915664,10.373493975903614,28.783132530120483,0.2891566265060241,0.2409638554216867,0.8070175438596491,0.6817762008964221,0.4845528167371219,0.3999386696148291,0.7103419799147631,0.6773700171074016,0.6040863425153653,0.6259095789096981,0.3951132346061522,61.77,Alta,Automatización prioritaria,0.35,3870.44,0.18,23.98,696.62,21,Phone
HR System Enhancement Request | Employee Mobile App | Africa | Social Media,HR System Enhancement Request,Employee Mobile App,Africa,Social Media,87,120.5851724137931,38.169310344827586,0.6551724137931034,0.4597701149425287,5.586206896551724,2.977011494252874,8.64367816091954,31.448275862068964,0.2068965517241379,0.3333333333333333,0.8771929824561403,0.471252969531288,0.6424043987996136,0.8238908007483198,0.4275805793553651,0.492990679459142,0.252246842607814,0.413399164850172,0.6246552089963929,61.65,Alta,Chatbot o asistente virtual,0.35,3671.82,0.18,21.71,661.07,22,Internal Collaboration Tool
HRIS Login Issue | Employee Mobile App | Africa | Email,HRIS Login Issue,Employee Mobile App,Africa,Email,81,127.01271604938272,40.21962962962963,0.4814814814814814,0.6049382716049383,6.012345679012346,3.135802469135802,9.382716049382717,31.839506172839503,0.2839506172839506,0.2345679012345679,0.7719298245614035,0.5782332886882581,0.7517297346366716,0.4264840862295651,0.7419042869879263,0.6724222219642413,0.4025649971981689,0.612460391338279,0.3792190238190662,61.62,Alta,Automatización prioritaria,0.35,3600.81,0.18,22.86,648.08,23,Email
Benefits Reimbursement Request | Payroll System | Europe | Chat,Benefits Reimbursement Request,Payroll System,Europe,Chat,75,115.79173333333333,40.5992,0.5333333333333333,0.6,6.1866666666666665,3.4,10.333333333333334,28.586666666666662,0.3066666666666666,0.28,0.6666666666666666,0.3914707585093882,0.7719688547201292,0.5451216789461933,0.7312117503059975,0.7458224497614321,0.5959177847559236,0.671144960649911,0.4921196690006366,61.58,Alta,Automatización parcial con alertas SLA,0.35,3039.53,0.18,20.84,547.05,24,HR Chat / Virtual Assistant
HR System Enhancement Request | Payroll System | North America | Social Media,HR System Enhancement Request,Payroll System,North America,Social Media,84,128.0832142857143,37.609047619047615,0.5714285714285714,0.5,5.75,2.8333333333333335,9.488095238095235,27.785714285714285,0.2857142857142857,0.238095238095238,0.8245614035087719,0.5960507084480572,0.6125305586095017,0.6322839919624916,0.51468788249694,0.5619579981193188,0.4239988173402388,0.617016646719617,0.3879846018611136,61.47,Alta,Chatbot o asistente virtual,0.35,3765.65,0.18,23.05,677.67,25,Internal Collaboration Tool
HRIS Access Suspension | HR Case Management Platform | South America | Social Media,HRIS Access Suspension,HR Case Management Platform,South America,Social Media,87,132.1964367816092,32.69954022988506,0.5747126436781609,0.4942528735632184,5.67816091954023,3.057471264367816,9.781609195402298,28.13793103448276,0.3103448275862069,0.2413793103448276,0.8771929824561403,0.664511364699067,0.3507500895414682,0.6397979844638967,0.5022439820481436,0.5317091741455571,0.4836987016055202,0.6806471098038186,0.3961456572795715,61.45,Alta,Chatbot o asistente virtual,0.35,4025.38,0.18,23.8,724.71,26,Internal Collaboration Tool
HR System Performance Issue | HR Case Management Platform | Europe | Social Media,HR System Performance Issue,HR Case Management Platform,Europe,Social Media,76,132.5525,36.8496052631579,0.5526315789473685,0.5657894736842105,5.7631578947368425,3.0526315789473686,10.473684210526317,29.67105263157895,0.2763157894736842,0.25,0.6842105263157895,0.6704376965768609,0.5720362359827963,0.5892762717241867,0.6571377955292147,0.5674983090366185,0.62446474450471,0.5927366015953822,0.4175684277530236,61.25,Alta,Chatbot o asistente virtual,0.35,3525.9,0.18,23.86,634.68,27,Internal Collaboration Tool
HR Platform Bug Report | HR Document Management System | North America | Social Media,HR Platform Bug Report,HR Document Management System,North America,Social Media,76,140.2878947368421,33.71907894736842,0.5,0.618421052631579,5.723684210526316,3.0921052631578947,10.973684210526317,29.407894736842103,0.3026315789473684,0.2236842105263158,0.6842105263157895,0.7991859470236433,0.4051130434062433,0.4688546550569324,0.7710977259550346,0.5508773762847198,0.7261632886097629,0.6607207279432397,0.3521726020972227,61.2,Alta,Chatbot o asistente virtual,0.35,3731.66,0.18,25.25,671.65,28,Internal Collaboration Tool
HR System Performance Issue | Payroll Payment Gateway | North America | Social Media,HR System Performance Issue,Payroll Payment Gateway,North America,Social Media,76,132.26881578947368,41.39986842105263,0.5394736842105263,0.5526315789473685,5.434210526315789,2.8684210526315788,10.18421052631579,30.092105263157897,0.2631578947368421,0.2631578947368421,0.6842105263157895,0.6657160440914762,0.8146613976204203,0.5591708675573731,0.6286478129227598,0.4289905361041303,0.5655866400228375,0.5587445384214534,0.4502663405809239,61.18,Alta,Chatbot o asistente virtual,0.35,3518.35,0.18,23.81,633.35,29,Internal Collaboration Tool
Employee Data Update | Employee Mobile App | Australia | Social Media,Employee Data Update,Employee Mobile App,Australia,Social Media,78,129.68435897435896,40.75961538461539,0.5,0.5512820512820513,6.371794871794871,2.9615384615384617,9.653846153846152,29.64102564102564,0.1794871794871795,0.2564102564102564,0.7192982456140351,0.622700231114733,0.7805223838833691,0.4688546550569324,0.6257257634246619,0.8237732037752933,0.4577120709721336,0.3425898802898041,0.4334981801563596,61.17,Alta,Automatización parcial con alertas SLA,0.35,3540.38,0.18,23.34,637.18,30,Internal Collaboration Tool
Employee Data Update | Payroll Payment Gateway | Asia | Web Form,Employee Data Update,Payroll Payment Gateway,Asia,Web Form,84,126.56738095238094,38.83654761904762,0.5833333333333334,0.5357142857142857,5.821428571428571,2.547619047619047,8.369047619047619,29.892857142857142,0.2261904761904762,0.25,0.8245614035087719,0.5708211117338686,0.6779822425178184,0.659522214780085,0.5920178352858891,0.5920339716703732,0.1963877900575016,0.4632430275994632,0.4175684277530236,61.15,Alta,Workflow automation,0.35,3721.08,0.18,22.78,669.73,31,Employee Self-Service Portal
HRIS Login Issue | Payroll System | South America | Phone,HRIS Login Issue,Payroll System,South America,Phone,80,125.26025,38.268625,0.6125,0.4875,5.2875,3.1375,11.4,31.9625,0.3,0.2375,0.7543859649122807,0.549065166633569,0.6476999681827569,0.7262558606831884,0.4876223990208078,0.3672160693762405,0.8128746788467028,0.6539223153084539,0.3865054105665181,61.11,Alta,Automatización parcial con alertas SLA,0.35,3507.29,0.18,22.55,631.4,32,Phone
HR Platform Bug Report | Payroll System | South America | Phone,HR Platform Bug Report,Payroll System,South America,Phone,59,123.31186440677963,33.095423728813564,0.6949152542372882,0.6440677966101694,6.220338983050848,2.8135593220338984,10.983050847457626,31.76271186440678,0.2372881355932203,0.3389830508474576,0.3859649122807017,0.5166361510685218,0.3718590440313964,0.9148228455958316,0.8266290479845652,0.7600006375190593,0.7280684352879128,0.4919126854015258,0.6386949907756044,60.9,Alta,Automatización parcial con alertas SLA,0.35,2546.39,0.18,22.2,458.43,33,Phone
HR Platform Bug Report | HR Document Management System | Asia | Phone,HR Platform Bug Report,HR Document Management System,Asia,Phone,80,130.06324999999998,35.0435,0.5375,0.55,5.725,2.9375,10.4875,32.125,0.3625,0.2,0.7543859649122807,0.629006510021087,0.4757326671116296,0.554655056932351,0.6229498164014688,0.5514314073764496,0.6272748358549816,0.8153846153846154,0.2933163590070019,60.8,Alta,Automatización parcial con alertas SLA,0.35,3641.77,0.18,23.41,655.48,34,Phone
Benefits Cancellation Request | HR Document Management System | South America | Web Form,Benefits Cancellation Request,HR Document Management System,South America,Web Form,77,128.37428571428572,36.16090909090909,0.6493506493506493,0.5584415584415584,4.883116883116883,3.1818181818181817,11.714285714285714,32.37662337662338,0.2987012987012987,0.2207792207792207,0.7017543859649122,0.6008953141157074,0.5353141796285018,0.810570541314011,0.641227805242493,0.196945046386066,0.8767994779984501,0.6505672545276505,0.3449535823819719,60.79,Alta,Workflow automation,0.35,3459.69,0.18,23.11,622.81,35,Employee Self-Service Portal
HR System Performance Issue | Payroll Payment Gateway | Europe | Chat,HR System Performance Issue,Payroll Payment Gateway,Europe,Chat,71,127.1850704225352,37.01746478873239,0.6197183098591549,0.5211267605633803,5.619718309859155,2.859154929577465,10.408450704225352,32.774647887323944,0.2957746478873239,0.323943661971831,0.5964912280701754,0.5811019624605928,0.580986695134651,0.7427714309972359,0.5604323616115295,0.5071011167832404,0.6111964392693586,0.6430065541765444,0.6013214871661542,60.66,Alta,Chatbot o asistente virtual,0.35,3160.55,0.18,22.89,568.82,36,HR Chat / Virtual Assistant
Employee Data Update | HR Document Management System | Africa | Chat,Employee Data Update,HR Document Management System,Africa,Chat,71,133.586338028169,37.058873239436615,0.5915492957746479,0.5633802816901409,5.605633802816901,3.1971830985915495,10.450704225352112,28.535211267605632,0.3098591549295774,0.2253521126760563,0.5964912280701754,0.687644942218529,0.5831946404109247,0.6783204248936351,0.6519213198407089,0.5011706431252859,0.6197906824331658,0.6793924246162427,0.3563174079486466,60.65,Alta,Chatbot o asistente virtual,0.35,3319.62,0.18,24.05,597.64,37,HR Chat / Virtual Assistant
HRIS Login Issue | Employee Mobile App | Asia | Chat,HRIS Login Issue,Employee Mobile App,Asia,Chat,75,124.58466666666668,41.263200000000005,0.5733333333333334,0.5733333333333334,5.373333333333333,2.84,10.986666666666666,31.706666666666667,0.28,0.2266666666666666,0.6666666666666666,0.5378207279000934,0.8073740833271533,0.6366421076133066,0.6734720522235823,0.4033573642600911,0.7288038823865257,0.6022543792840823,0.35958412900488,60.65,Alta,Chatbot o asistente virtual,0.35,3270.35,0.18,22.43,588.79,38,HR Chat / Virtual Assistant
HRIS Login Issue | HR Document Management System | Europe | Chat,HRIS Login Issue,HR Document Management System,Europe,Chat,52,137.01576923076922,39.42846153846154,0.6153846153846154,0.6346153846153846,5.75,3.326923076923077,11.23076923076923,31.076923076923077,0.3269230769230769,0.25,0.2631578947368421,0.7447245460892212,0.7095437600366881,0.7328558915966821,0.8061623199322097,0.5619579981193188,0.7784536331496078,0.7234753061104927,0.4175684277530236,60.65,Alta,Chatbot o asistente virtual,0.35,2493.69,0.18,24.66,448.81,39,HR Chat / Virtual Assistant
Employee Data Update | Benefits Administration System | South America | Web Form,Employee Data Update,Benefits Administration System,South America,Web Form,81,126.70185185185186,38.56037037037037,0.654320987654321,0.5308641975308642,5.2592592592592595,3.308641975308642,10.530864197530864,31.641975308641975,0.1358024691358024,0.2592592592592592,0.7719298245614035,0.5730592513029364,0.6632561602505338,0.821942728618326,0.5815162367589949,0.3553249205741109,0.636094987365327,0.2297349393058963,0.4405780701133979,60.57,Alta,Workflow automation,0.35,3592.0,0.18,22.81,646.66,40,Employee Self-Service Portal
Employee Data Update | HR Document Management System | Europe | Chat,Employee Data Update,HR Document Management System,Europe,Chat,85,126.436,33.30482352941176,0.6352941176470588,0.4352941176470588,5.8352941176470585,2.929411764705882,10.08235294117647,30.141176470588235,0.2941176470588235,0.2117647058823529,0.8421052631578947,0.5686344013801595,0.383024477480861,0.778409046136874,0.3745842033263734,0.5978722488891073,0.544869103793387,0.6387258635365799,0.3225521398884187,60.54,Alta,Chatbot o asistente virtual,0.35,3761.47,0.18,22.76,677.11,41,HR Chat / Virtual Assistant
Benefits Cancellation Request | HRIS Integration API | Europe | Chat,Benefits Cancellation Request,HRIS Integration API,Europe,Chat,72,118.21819444444444,36.597361111111105,0.6666666666666666,0.4861111111111111,6.180555555555555,2.9305555555555554,10.02777777777778,29.375,0.25,0.3194444444444444,0.6140350877192983,0.431856884035058,0.5585862934105047,0.8501897745032373,0.4846151230790153,0.7432492831353974,0.5337686744695025,0.5247524752475248,0.5901407454558314,60.41,Alta,Automatización parcial con alertas SLA,0.35,2979.1,0.18,21.28,536.26,42,HR Chat / Virtual Assistant
HR System Enhancement Request | HR Case Management Platform | South America | Web Form,HR System Enhancement Request,HR Case Management Platform,South America,Web Form,75,115.58213333333332,41.385466666666666,0.56,0.6666666666666666,5.6,3.0533333333333332,9.4,29.653333333333332,0.2533333333333333,0.3066666666666666,0.6666666666666666,0.3879821668845655,0.8138934798397316,0.6061352980576024,0.8755609955120358,0.4987984536621041,0.4060805024264916,0.5333637979182534,0.5583874389985147,60.35,Alta,Workflow automation,0.35,3034.03,0.18,20.8,546.0,43,Employee Self-Service Portal
HR System Enhancement Request | HRIS Integration API | Asia | Social Media,HR System Enhancement Request,HRIS Integration API,Asia,Social Media,94,111.47223404255318,39.04585106382979,0.5319148936170213,0.5106382978723404,5.595744680851064,3.117021276595745,10.074468085106384,31.361702127659573,0.1914893617021276,0.3297872340425531,1.0,0.3195768222057452,0.6891425381665386,0.5418762736743099,0.5377223365191801,0.4970066935356586,0.5432653470277757,0.3735962794315438,0.6158430055392282,60.3,Alta,Chatbot o asistente virtual,0.35,3667.44,0.18,20.07,660.3,44,Internal Collaboration Tool
HRIS Login Issue | HR Document Management System | North America | Web Form,HRIS Login Issue,HR Document Management System,North America,Web Form,73,131.54698630136986,39.3345205479452,0.4931506849315068,0.6438356164383562,5.506849315068493,3.041095890410959,10.136986301369864,30.904109589041095,0.2876712328767123,0.273972602739726,0.631578947368421,0.653701882322635,0.704534720511385,0.453183348778317,0.8261263224962694,0.4595760881544276,0.555981370175857,0.6220722177591836,0.4771413374257736,60.16,Alta,Workflow automation,0.35,3361.03,0.18,23.68,605.02,45,Employee Self-Service Portal
HR System Performance Issue | People Analytics Dashboard | North America | Web Form,HR System Performance Issue,People Analytics Dashboard,North America,Web Form,66,121.60666666666668,40.93545454545454,0.5909090909090909,0.5303030303030303,6.409090909090909,3.0757575757575757,10.37878787878788,28.181818181818183,0.303030303030303,0.2121212121212121,0.5087719298245614,0.4882547648336703,0.7898983261839377,0.6768556293003716,0.5803011757724119,0.8394772086131401,0.6051631069472919,0.6617507904636617,0.3234380726424011,60.16,Alta,Automatización parcial con alertas SLA,0.35,2809.11,0.18,21.89,505.66,46,Employee Self-Service Portal
HR System Enhancement Request | Benefits Administration System | Asia | Email,HR System Enhancement Request,Benefits Administration System,Asia,Email,72,132.325,39.416805555555555,0.5833333333333334,0.5555555555555556,5.861111111111111,2.9444444444444446,10.055555555555555,33.72222222222222,0.2222222222222222,0.2083333333333333,0.6140350877192983,0.6666511765642309,0.7089222498869502,0.659522214780085,0.6349789201686387,0.6087428458654034,0.5394185935864496,0.4529914529914529,0.3140250371313388,60.15,Alta,Workflow automation,0.35,3334.59,0.18,23.82,600.26,47,Email
Benefits Cancellation Request | Benefits Administration System | Australia | Social Media,Benefits Cancellation Request,Benefits Administration System,Australia,Social Media,75,134.112,37.08293333333333,0.6,0.5066666666666667,5.8133333333333335,3.1333333333333333,9.4,31.373333333333335,0.2933333333333333,0.1866666666666666,0.6666666666666666,0.6963940832128871,0.5844775517433338,0.6976557267247153,0.5291228070175439,0.5886253613345872,0.4060805024264916,0.6366996699669967,0.2601824740080628,60.02,Alta,Chatbot o asistente virtual,0.35,3520.44,0.18,24.14,633.67,48,Internal Collaboration Tool
